index,word,score,data_frequency,common
3270,EASER,5,20995,0
3271,EASES,5,615614,0
3272,EASLE,5,0,0
3273,EASTS,5,40013,0
3274,EATEN,5,3412832,1
3275,EATER,5,1702828,1
3276,EATHE,8,0,0
3277,EAVED,9,0,0
3278,EAVES,8,449278,0
3279,EBBED,10,51173,0
3280,EBBET,9,0,0
3281,EBONS,7,0,0
3282,EBONY,10,14831025,1
3283,EBOOK,11,9558308,1
3284,ECADS,8,27731,0
3285,ECHED,11,0,0
3286,ECHES,10,0,0
3287,ECHOS,10,174213,0
3288,ECLAT,7,123738,0
3289,ECRUS,7,0,0
3290,EDEMA,8,873634,0
3291,EDGED,8,1568009,1
3292,EDGER,7,173335,0
3293,EDGES,7,7826115,1
3294,EDICT,8,382916,0
3295,EDIFY,12,69341,0
3296,EDILE,6,0,0
3297,EDITS,6,4631228,1
3298,EDUCE,8,0,0
3299,EDUCT,8,0,0
3300,EEJIT,12,0,0
3301,EENSY,8,0,0
3302,EERIE,5,772484,0
3303,EEVEN,8,0,0
3304,EEVNS,8,0,0
3305,EFFED,12,0,0
3306,EGADS,7,41819,0
3307,EGERS,6,0,0
3308,EGEST,6,0,0
3309,EGGAR,7,29112,0
3310,EGGED,8,65964,0
3311,EGGER,7,156232,0
3312,EGMAS,8,0,0
3313,EGRET,6,394773,0
3314,EHING,9,0,0
3315,EIDER,6,128336,0
3316,EIDOS,6,538029,0
3317,EIGHT,9,32567724,1
3318,EIGNE,6,0,0
3319,EIKED,10,0,0
3320,EIKON,9,18345,0
3321,EILDS,6,0,0
3322,EISEL,5,18365,0
3323,EJECT,14,935010,0
3324,EJIDO,13,49671,0
3325,EKING,10,26695,0
3326,EKKAS,13,0,0
3327,ELAIN,5,17472,0
3328,ELAND,6,155343,0
3329,ELANS,5,0,0
3330,ELATE,5,16161,0
3331,ELBOW,10,3484326,1
3332,ELCHI,10,0,0
3333,ELDER,6,7299470,1
3334,ELDIN,6,28334,0
3335,ELECT,7,5748899,1
3336,ELEGY,9,295636,0
3337,ELEMI,7,0,0
3338,ELFED,9,0,0
3339,ELFIN,8,168528,0
3340,ELIAD,6,24261,0
3341,ELIDE,6,23795,0
3342,ELINT,5,21266,0
3343,ELITE,5,12673836,1
3344,ELMEN,7,0,0
3345,ELOGE,6,27904,0
3346,ELOGY,9,0,0
3347,ELOIN,5,0,0
3348,ELOPE,7,74984,0
3349,ELOPS,7,0,0
3350,ELPEE,7,0,0
3351,ELSIN,5,0,0
3352,ELUDE,6,215496,0
3353,ELUTE,5,39723,0
3354,ELVAN,8,0,0
3355,ELVEN,8,543019,0
3356,ELVER,8,0,0
3357,ELVES,8,1375481,0
3358,EMACS,9,5697594,1
3359,EMAIL,7,443949646,1
3360,EMBAR,9,23437,0
3361,EMBAY,12,0,0
3362,EMBED,10,1217930,0
3363,EMBER,9,488846,0
3364,EMBOG,10,0,0
3365,EMBOW,12,0,0
3366,EMBOX,16,0,0
3367,EMBUS,9,0,0
3368,EMCEE,9,294621,0
3369,EMEER,7,0,0
3370,EMEND,8,47283,0
3371,EMERG,8,349219,0
3372,EMERY,10,1251050,0
3373,EMEUS,7,0,0
3374,EMICS,9,0,0
3375,EMIRS,7,0,0
3376,EMITS,7,508331,0
3377,EMMAS,9,18069,0
3378,EMMER,9,71525,0
3379,EMMET,9,439231,0
3380,EMMEW,12,0,0
3381,EMMYS,12,127878,0
3382,EMOJI,14,0,0
3383,EMONG,8,0,0
3384,EMOTE,7,168497,0
3385,EMOVE,10,0,0
3386,EMPTS,9,24450,0
3387,EMPTY,12,26206017,1
3388,EMULE,7,1826567,1
3389,EMURE,7,0,0
3390,EMYDE,11,0,0
3391,EMYDS,11,0,0
3392,ENACT,7,1263603,0
3393,ENARM,7,0,0
3394,ENATE,5,15204,0
3395,ENDED,7,32588866,1
3396,ENDER,6,568591,0
3397,ENDEW,9,0,0
3398,ENDOW,9,195844,0
3399,ENDUE,6,0,0
3400,ENEMA,7,1329511,0
3401,ENEMY,10,14084182,1
3402,ENEWS,8,898806,0
3403,ENFIX,15,0,0
3404,ENIAC,7,74400,0
3405,ENJOY,15,50141455,1
3406,ENLIT,5,0,0
3407,ENMEW,10,0,0
3408,ENNOG,6,0,0
3409,ENNUI,5,145576,0
3410,ENOKI,9,23208,0
3411,ENOLS,5,0,0
3412,ENORM,7,26155,0
3413,ENOWS,8,0,0
3414,ENROL,5,878274,0
3415,ENSEW,8,0,0
3416,ENSKY,12,0,0
3417,ENSUE,5,347067,0
3418,ENTER,5,119394206,1
3419,ENTIA,5,0,0
3420,ENTRY,8,80717798,1
3421,ENURE,5,0,0
3422,ENURN,5,0,0
3423,ENVOI,8,87197,0
3424,ENVOY,11,1574245,1
3425,ENZYM,19,0,0
3426,EORLS,5,0,0
3427,EOSIN,5,81179,0
3428,EPACT,9,52857,0
3429,EPEES,7,0,0
3430,EPHAH,13,23285,0
3431,EPHAS,10,0,0
3432,EPHOD,11,39569,0
3433,EPHOR,10,0,0
3434,EPICS,9,462834,0
3435,EPOCH,12,1680235,1
3436,EPODE,8,0,0
3437,EPOPT,9,0,0
3438,EPOXY,17,1908076,1
3439,EPRIS,7,0,0
3440,EPROM,9,397005,0
3441,EQUAL,14,34832354,1
3442,EQUES,14,0,0
3443,EQUID,15,0,0
3444,EQUIP,16,4044391,1
3445,ERASE,5,3086642,1
3446,ERBIA,7,0,0
3447,ERECT,7,2057313,1
3448,EREVS,8,0,0
3449,ERGON,6,100011,0
3450,ERGOS,6,0,0
3451,ERGOT,6,101361,0
3452,ERHUS,8,0,0
3453,ERICA,7,2307054,1
3454,ERICK,11,626971,0
3455,ERICS,7,45651,0
3456,ERING,6,115156,0
3457,ERNED,6,13864,0
3458,ERNES,5,0,0
3459,ERODE,6,774411,0
3460,EROSE,5,0,0
3461,ERRED,6,943538,0
3462,ERROR,5,89396475,1
3463,ERSES,5,0,0
3464,ERUCT,7,0,0
3465,ERUGO,6,0,0
3466,ERUPT,7,300083,0
3467,ERUVS,8,0,0
3468,ERVEN,8,23279,0
3469,ERVIL,8,0,0
3470,ESCAR,7,0,0
3471,ESCOT,7,0,0
3472,ESILE,5,0,0
3473,ESKAR,9,0,0
3474,ESKER,9,272809,0
3475,ESNES,5,0,0
3476,ESSAY,8,11750312,1
3477,ESSES,5,74013,0
3478,ESTER,5,1581770,1
3479,ESTOC,7,0,0
3480,ESTOP,7,14849,0
3481,ESTRO,5,37611,0
3482,ETAGE,6,41383,0
3483,ETAPE,7,38928,0
3484,ETATS,5,337234,0
3485,ETENS,5,0,0
3486,ETHAL,8,0,0
3487,ETHER,8,1877315,1
3488,ETHIC,10,1333320,0
3489,ETHNE,8,23360,0
3490,ETHOS,8,946491,0
3491,ETHYL,11,1339385,0
3492,ETICS,7,0,0
3493,ETNAS,5,0,0
3494,ETTIN,5,0,0
3495,ETTLE,5,0,0
3496,ETUDE,6,338721,0
3497,ETUIS,5,0,0
3498,ETWEE,8,0,0
3499,ETYMA,10,0,0
3500,EUGHS,9,0,0
3501,EUKED,10,0,0
3502,EUPAD,8,0,0
3503,EUROS,5,6533754,1
3504,EUSOL,5,0,0
3505,EVADE,9,605626,0
3506,EVENS,8,223759,0
3507,EVENT,8,125515260,1
3508,EVERT,8,249660,0
3509,EVERY,11,189325890,1
3510,EVETS,8,0,0
3511,EVHOE,11,0,0
3512,EVICT,10,211591,0
3513,EVILS,8,1015737,0
3514,EVITE,8,4214149,1
3515,EVOHE,11,0,0
3516,EVOKE,12,804417,0
3517,EWERS,8,48288,0
3518,EWEST,8,0,0
3519,EWHOW,14,0,0
3520,EWKED,13,0,0
3521,EXACT,14,22304937,1
3522,EXALT,12,193526,0
3523,EXAMS,14,7364984,1
3524,EXCEL,14,14133468,1
3525,EXEAT,12,0,0
3526,EXECS,14,676432,0
3527,EXEEM,14,31485,0
3528,EXEME,14,0,0
3529,EXERT,12,1109622,0
3530,EXFIL,15,0,0
3531,EXIES,12,96019,0
3532,EXILE,12,2801261,1
3533,EXINE,12,0,0
3534,EXING,13,0,0
3535,EXIST,12,25349128,1
3536,EXITS,12,1963047,1
3537,EXODE,13,0,0
3538,EXOME,14,0,0
3539,EXONS,12,434997,0
3540,EXPAT,14,2324561,1
3541,EXPEL,14,467751,0
3542,EXPOS,14,1056760,0
3543,EXTOL,12,149713,0
3544,EXTRA,12,59377307,1
3545,EXUDE,13,141931,0
3546,EXULS,12,0,0
3547,EXULT,12,151420,0
3548,EXURB,14,0,0
3549,EYASS,8,0,0
3550,EYERS,8,0,0
3551,EYING,9,31044,0
3552,EYOTS,8,0,0
3553,EYRAS,8,0,0
3554,EYRES,8,32122,0
3555,EYRIE,8,57520,0
3556,EYRIR,8,0,0
3557,EZINE,14,3149621,1
3558,FABBY,15,0,0
3559,FABLE,10,1678751,1
3560,FACED,11,9938155,1
3561,FACER,10,53232,0
3562,FACES,10,15050854,1
3563,FACET,10,1221287,0
3564,FACIA,10,351671,0
3565,FACTA,10,71109,0
3566,FACTS,10,36041603,1
3567,FADDY,13,0,0
3568,FADED,10,1899648,1
3569,FADER,9,461088,0
3570,FADES,9,881747,0
3571,FADGE,10,0,0
3572,FADOS,9,0,0
3573,FAENA,8,0,0
3574,FAERY,11,339469,0
3575,FAFFS,14,0,0
3576,FAFFY,17,0,0
3577,FAGGY,13,13682,0
3578,FAGIN,9,102331,0
3579,FAGOT,9,27790,0
3580,FAIKS,12,0,0
3581,FAILS,8,12015364,1
3582,FAINE,8,23695,0
3583,FAINS,8,0,0
3584,FAINT,8,2565744,1
3585,FAIRS,8,4091127,1
3586,FAIRY,11,6435300,1
3587,FAITH,11,35936559,1
3588,FAKED,13,444208,0
3589,FAKER,12,62739,0
3590,FAKES,12,1833800,1
3591,FAKEY,15,0,0
3592,FAKIE,12,33214,0
3593,FAKIR,12,68147,0
3594,FALAJ,15,0,0
3595,FALLS,8,33213513,1
3596,FALSE,8,33476460,1
3597,FAMED,11,1319098,0
3598,FAMES,10,77940,0
3599,FANAL,8,0,0
3600,FANCY,13,8777135,1
3601,FANDS,9,0,0
3602,FANES,8,0,0
3603,FANGA,9,0,0
3604,FANGO,9,19896,0
3605,FANGS,9,347216,0
3606,FANKS,12,0,0
3607,FANNY,11,1516099,1
3608,FANON,8,90753,0
3609,FANOS,8,0,0
3610,FANUM,10,0,0
3611,FAQIR,17,14600,0
3612,FARAD,9,96545,0
3613,FARCE,10,727546,0
3614,FARCI,10,0,0
3615,FARCY,13,0,0
3616,FARDS,9,61736,0
3617,FARED,9,454064,0
3618,FARER,8,0,0
3619,FARES,8,5093799,1
3620,FARLE,8,0,0
3621,FARLS,8,0,0
3622,FARMS,10,9908537,1
3623,FAROS,8,27882,0
3624,FARRO,8,14425,0
3625,FARSE,8,0,0
3626,FARTS,8,325011,0
3627,FASCI,10,0,0
3628,FASTI,8,28179,0
3629,FASTS,8,144307,0
3630,FATAL,8,6779744,1
3631,FATED,9,427996,0
3632,FATES,8,519225,0
3633,FATLY,11,0,0
3634,FATSO,8,78585,0
3635,FATTY,11,5363547,1
3636,FATWA,11,347937,0
3637,FAUGH,12,0,0
3638,FAULD,9,0,0
3639,FAULT,8,13112664,1
3640,FAUNA,8,2298940,1
3641,FAUNS,8,76451,0
3642,FAURD,9,0,0
3643,FAUTS,8,0,0
3644,FAUVE,11,26199,0
3645,FAVAS,11,0,0
3646,FAVEL,11,0,0
3647,FAVER,11,13674,0
3648,FAVES,11,522653,0
3649,FAVOR,11,11867822,1
3650,FAVUS,11,0,0
3651,FAWNS,11,74673,0
3652,FAWNY,14,0,0
3653,FAXED,16,930853,0
3654,FAXES,15,3386604,1
3655,FAYED,12,67037,0
3656,FAYER,11,17406,0
3657,FAYNE,11,0,0
3658,FAYRE,11,249513,0
3659,FAZED,18,102487,0
3660,FAZES,17,0,0
3661,FEALS,8,0,0
3662,FEARE,8,38620,0
3663,FEARS,8,6244239,1
3664,FEART,8,0,0
3665,FEASE,8,0,0
3666,FEAST,8,4166016,1
3667,FEATS,8,693557,0
3668,FEAZE,17,0,0
3669,FECAL,10,1032064,0
3670,FECES,10,639441,0
3671,FECHT,13,0,0
3672,FECIT,10,28147,0
3673,FECKS,14,0,0
3674,FEDEX,16,4153858,1
3675,FEEBS,10,0,0
3676,FEEDS,9,31593736,1
3677,FEELS,8,12212683,1
3678,FEENS,8,0,0
3679,FEERS,8,0,0
3680,FEESE,8,13589,0
3681,FEEZE,17,0,0
3682,FEHME,13,0,0
3683,FEIGN,9,116753,0
3684,FEINT,8,86983,0
3685,FEIST,8,351412,0
3686,FELCH,13,29748,0
3687,FELID,9,0,0
3688,FELLA,8,639391,0
3689,FELLS,8,252935,0
3690,FELLY,11,98609,0
3691,FELON,8,392714,0
3692,FELTS,8,185685,0
3693,FELTY,11,28295,0
3694,FEMAL,10,97346,0
3695,FEMES,10,0,0
3696,FEMME,12,2521124,1
3697,FEMMY,15,0,0
3698,FEMUR,10,446209,0
3699,FENCE,10,6796605,1
3700,FENDS,9,34209,0
3701,FENDY,12,0,0
3702,FENIS,8,0,0
3703,FENKS,12,0,0
3704,FENNY,11,38897,0
3705,FENTS,8,0,0
3706,FEODS,9,0,0
3707,FEOFF,14,0,0
3708,FERAL,8,897865,0
3709,FERER,8,0,0
3710,FERES,8,16519,0
3711,FERIA,8,214175,0
3712,FERLY,11,0,0
3713,FERMI,10,789613,0
3714,FERMS,10,0,0
3715,FERNS,8,717875,0
3716,FERNY,11,88255,0
3717,FERRY,11,9208954,1
3718,FESSE,8,21134,0
3719,FESTA,8,580029,0
3720,FESTS,8,105297,0
3721,FESTY,11,0,0
3722,FETAL,8,3127968,1
3723,FETAS,8,0,0
3724,FETCH,13,2897593,1
3725,FETED,9,72254,0
3726,FETES,8,110094,0
3727,FETID,9,75712,0
3728,FETOR,8,0,0
3729,FETTA,8,0,0
3730,FETTS,8,0,0
3731,FETUS,8,1744267,1
3732,FETWA,11,0,0
3733,FEUAR,8,0,0
3734,FEUDS,9,158477,0
3735,FEUED,9,0,0
3736,FEVER,11,8582665,1
3737,FEWER,11,10792786,1
3738,FEYED,12,0,0
3739,FEYER,11,0,0
3740,FEYLY,14,0,0
3741,FEZES,17,0,0
3742,FEZZY,29,0,0
3743,FIARS,8,0,0
3744,FIATS,8,0,0
3745,FIBER,10,15530318,1
3746,FIBRE,10,5134463,1
3747,FIBRO,10,103901,0
3748,FICES,10,23311,0
3749,FICHE,13,837884,0
3750,FICHU,13,0,0
3751,FICIN,10,0,0
3752,FICOS,10,0,0
3753,FICUS,10,278867,0
3754,FIDES,9,227901,0
3755,FIDGE,10,0,0
3756,FIDOS,9,0,0
3757,FIEFS,11,22735,0
3758,FIELD,9,135289140,1
3759,FIEND,9,670385,0
3760,FIENT,8,0,0
3761,FIERE,8,33598,0
3762,FIERS,8,39852,0
3763,FIERY,11,1838655,1
3764,FIEST,8,0,0
3765,FIFED,12,0,0
3766,FIFER,11,41451,0
3767,FIFES,11,21173,0
3768,FIFIS,11,0,0
3769,FIFTH,14,16255266,1
3770,FIFTY,14,8133138,1
3771,FIGGY,13,28656,0
3772,FIGHT,12,30784313,1
3773,FIGOS,9,0,0
3774,FIKED,13,0,0
3775,FIKES,12,35149,0
3776,FILAR,8,0,0
3777,FILCH,13,37497,0
3778,FILED,9,30718907,1
3779,FILER,8,702264,0
3780,FILES,8,125524478,1
3781,FILET,8,550472,0
3782,FILII,8,31954,0
3783,FILKS,12,0,0
3784,FILLE,8,303542,0
3785,FILLO,8,0,0
3786,FILLS,8,2630389,1
3787,FILLY,11,499537,0
3788,FILMI,10,70954,0
3789,FILMS,10,35200065,1
3790,FILMY,13,657205,0
3791,FILOS,8,0,0
3792,FILTH,11,2077997,1
3793,FILUM,10,0,0
3794,FINAL,8,97649084,1
3795,FINCA,10,360811,0
3796,FINCH,13,1816047,1
3797,FINDS,9,16280898,1
3798,FINED,9,1620321,1
3799,FINER,8,1455912,1
3800,FINES,8,3270544,1
3801,FINIS,8,183173,0
3802,FINKS,12,30098,0
3803,FINNY,11,74417,0
3804,FINOS,8,15235,0
3805,FIORD,9,88109,0
3806,FIQHS,20,0,0
3807,FIQUE,17,14495,0
3808,FIRED,9,8031937,1
3809,FIRER,8,26208,0
3810,FIRES,8,6407259,1
3811,FIRIE,8,0,0
3812,FIRKS,12,0,0
3813,FIRMS,10,25497302,1
3814,FIRNS,8,0,0
3815,FIRRY,11,0,0
3816,FIRST,8,578161543,1
3817,FIRTH,11,927276,0
3818,FISCS,10,0,0
3819,FISHY,14,658490,0
3820,FISKS,12,0,0
3821,FISTS,8,979557,0
3822,FISTY,11,14154,0
3823,FITCH,13,1518593,1
3824,FITLY,11,39568,0
3825,FITNA,8,0,0
3826,FITTE,8,0,0
3827,FITTS,8,123463,0
3828,FIVER,11,141567,0
3829,FIVES,11,433791,0
3830,FIXED,16,49215402,1
3831,FIXER,15,554896,0
3832,FIXES,15,7513516,1
3833,FIXIT,15,118592,0
3834,FIZZY,29,194519,0
3835,FJELD,16,19150,0
3836,FJORD,16,387543,0
3837,FLABS,10,0,0
3838,FLACK,14,408860,0
3839,FLAFF,14,0,0
3840,FLAGS,9,14870655,1
3841,FLAIL,8,155382,0
3842,FLAIR,8,1924190,1
3843,FLAKE,12,847014,0
3844,FLAKS,12,0,0
3845,FLAKY,15,442666,0
3846,FLAME,10,8527495,1
3847,FLAMM,12,42179,0
3848,FLAMS,10,0,0
3849,FLAMY,13,0,0
3850,FLANE,8,0,0
3851,FLANK,12,910609,0
3852,FLANS,8,21660,0
3853,FLAPS,10,1163036,0
3854,FLARE,8,2190533,1
3855,FLARY,11,0,0
3856,FLASH,11,68391647,1
3857,FLASK,12,1150132,0
3858,FLATS,8,4911343,1
3859,FLAVA,11,265029,0
3860,FLAWN,11,0,0
3861,FLAWS,11,2856172,1
3862,FLAWY,14,0,0
3863,FLAXY,18,0,0
3864,FLAYS,11,19928,0
3865,FLEAM,10,0,0
3866,FLEAS,8,668194,0
3867,FLECK,14,454043,0
3868,FLEEK,12,0,0
3869,FLEER,8,502699,0
3870,FLEES,8,244621,0
3871,FLEET,8,10364423,1
3872,FLEGS,9,0,0
3873,FLEME,10,0,0
3874,FLESH,11,6768724,1
3875,FLEUR,8,1056974,0
3876,FLEWS,11,0,0
3877,FLEXI,15,756518,0
3878,FLEXO,15,176393,0
3879,FLEYS,11,0,0
3880,FLICK,14,2226500,1
3881,FLICS,10,97473,0
3882,FLIED,9,858118,0
3883,FLIER,8,542812,0
3884,FLIES,8,4894680,1
3885,FLIMP,12,0,0
3886,FLIMS,10,74117,0
3887,FLING,9,682999,0
3888,FLINT,8,3230800,1
3889,FLIPS,10,598531,0
3890,FLIRS,8,0,0
3891,FLIRT,8,1817719,1
3892,FLISK,12,0,0
3893,FLITE,8,442097,0
3894,FLITS,8,40623,0
3895,FLITT,8,0,0
3896,FLOAT,8,8808655,1
3897,FLOBS,10,0,0
3898,FLOCK,14,2585098,1
3899,FLOCS,10,15523,0
3900,FLOES,8,47050,0
3901,FLOGS,9,23265,0
3902,FLONG,9,0,0
3903,FLOOD,9,13979267,1
3904,FLOOR,8,53759851,1
3905,FLOPS,10,997539,0
3906,FLORA,8,4756211,1
3907,FLORS,8,0,0
3908,FLORY,11,140569,0
3909,FLOSH,11,0,0
3910,FLOSS,8,1013783,0
3911,FLOTA,8,0,0
3912,FLOTE,8,0,0
3913,FLOUR,8,5162842,1
3914,FLOUT,8,72396,0
3915,FLOWN,11,1749635,1
3916,FLOWS,11,10797166,1
3917,FLUBS,10,53909,0
3918,FLUED,9,0,0
3919,FLUES,8,79163,0
3920,FLUEY,11,0,0
3921,FLUFF,14,814535,0
3922,FLUID,9,12943336,1
3923,FLUKE,12,1168887,0
3924,FLUKY,15,0,0
3925,FLUME,10,173970,0
3926,FLUMP,12,0,0
3927,FLUNG,9,838045,0
3928,FLUNK,12,79790,0
3929,FLUOR,8,327545,0
3930,FLURR,8,0,0
3931,FLUSH,11,5625285,1
3932,FLUTE,8,4090740,1
3933,FLUTY,11,0,0
3934,FLUYT,11,0,0
3935,FLYBY,16,188696,0
3936,FLYER,11,5718564,1
3937,FLYPE,13,0,0
3938,FLYTE,11,47235,0
3939,FOALS,8,382728,0
3940,FOAMS,10,351933,0
3941,FOAMY,13,226531,0
3942,FOCAL,10,5844761,1
3943,FOCUS,10,65626732,1
3944,FOEHN,11,0,0
3945,FOGEY,12,69046,0
3946,FOGGY,13,704386,0
3947,FOGIE,9,0,0
3948,FOGLE,9,101746,0
3949,FOGOU,9,0,0
3950,FOHNS,11,0,0
3951,FOIDS,9,0,0
3952,FOILS,8,533300,0
3953,FOINS,8,0,0
3954,FOIST,8,55908,0
3955,FOLDS,9,2282227,1
3956,FOLEY,11,2314106,1
3957,FOLIA,8,169908,0
3958,FOLIC,10,1050468,0
3959,FOLIE,8,185419,0
3960,FOLIO,8,1842202,1
3961,FOLKS,12,13760930,1
3962,FOLKY,15,161177,0
3963,FOLLY,11,1367992,0
3964,FOMES,10,0,0
3965,FONDA,9,997617,0
3966,FONDS,9,833672,0
3967,FONDU,9,41338,0
3968,FONES,8,56983,0
3969,FONLY,11,0,0
3970,FONTS,8,11884559,1
3971,FOODS,9,21150689,1
3972,FOODY,12,40829,0
3973,FOOLS,8,3167945,1
3974,FOOTS,8,90698,0
3975,FOOTY,11,512263,0
3976,FORAM,10,200416,0
3977,FORAY,11,499808,0
3978,FORBS,10,103746,0
3979,FORBY,13,0,0
3980,FORCE,10,79199815,1
3981,FORDO,9,0,0
3982,FORDS,9,386914,0
3983,FOREL,8,56728,0
3984,FORES,8,105776,0
3985,FOREX,15,3977390,1
3986,FORGE,9,5226805,1
3987,FORGO,9,340426,0
3988,FORKS,12,3592612,1
3989,FORKY,15,0,0
3990,FORME,10,544011,0
3991,FORMS,10,63561604,1
3992,FORTE,8,1795408,1
3993,FORTH,11,20149609,1
3994,FORTS,8,737169,0
3995,FORTY,11,7415064,1
3996,FORUM,10,254478181,1
3997,FORZA,17,444920,0
3998,FORZE,17,16078,0
3999,FOSSA,8,205501,0
4000,FOSSE,8,228402,0
4001,FOUAT,8,0,0
4002,FOUDS,9,0,0
4003,FOUER,8,0,0
4004,FOUET,8,0,0
4005,FOULE,8,23875,0
4006,FOULS,8,830765,0
4007,FOUND,9,232005894,1
4008,FOUNT,8,135738,0
4009,FOURS,8,583578,0
4010,FOUTH,11,20702,0
4011,FOVEA,11,71302,0
4012,FOWLS,11,147855,0
4013,FOWTH,14,0,0
4014,FOXED,16,54921,0
4015,FOXES,15,801589,0
4016,FOXIE,15,18525,0
4017,FOYER,11,1042532,0
4018,FOYLE,11,197311,0
4019,FOYNE,11,0,0
4020,FRABS,10,0,0
4021,FRACK,14,25385,0
4022,FRACT,10,36618,0
4023,FRAGS,9,167627,0
4024,FRAIL,8,696174,0
4025,FRAIM,10,0,0
4026,FRAME,10,46079991,1
4027,FRANC,10,4916960,1
4028,FRANK,12,31392284,1
4029,FRAPE,10,0,0
4030,FRAPS,10,76522,0
4031,FRASS,8,17220,0
4032,FRATE,8,24184,0
4033,FRATI,8,21465,0
4034,FRATS,8,26636,0
4035,FRAUD,9,15378751,1
4036,FRAUS,8,0,0
4037,FRAYS,11,17669,0
4038,FREAK,12,3908219,1
4039,FREED,9,2683280,1
4040,FREER,8,534734,0
4041,FREES,8,888094,0
4042,FREET,8,14425,0
4043,FREIT,8,0,0
4044,FREMD,11,22321,0
4045,FRENA,8,0,0
4046,FREON,8,178783,0
4047,FRERE,8,176281,0
4048,FRESH,11,38781893,1
4049,FRETS,8,327989,0
4050,FRIAR,8,422181,0
4051,FRIBS,10,0,0
4052,FRIED,9,4364192,1
4053,FRIER,8,29815,0
4054,FRIES,8,2119656,1
4055,FRIGS,9,0,0
4056,FRILL,8,99652,0
4057,FRISE,8,203691,0
4058,FRISK,12,152512,0
4059,FRIST,8,1284684,0
4060,FRITH,11,584571,0
4061,FRITS,8,120455,0
4062,FRITT,8,0,0
4063,FRITZ,17,2309089,1
4064,FRIZE,17,0,0
4065,FRIZZ,26,128481,0
4066,FROCK,14,185379,0
4067,FROES,8,0,0
4068,FROGS,9,2326307,1
4069,FROND,9,86555,0
4070,FRONS,8,0,0
4071,FRONT,8,100886343,1
4072,FRORE,8,0,0
4073,FRORN,8,0,0
4074,FRORY,11,0,0
4075,FROSH,11,248077,0
4076,FROST,8,5940685,1
4077,FROTH,11,278469,0
4078,FROWN,11,742356,0
4079,FROWS,11,0,0
4080,FROWY,14,0,0
4081,FROZE,17,594804,0
4082,FRUGS,9,17289,0
4083,FRUIT,8,22767191,1
4084,FRUMP,12,17084,0
4085,FRUSH,11,62180,0
4086,FRUST,8,0,0
4087,FRYER,11,866546,0
4088,FUBAR,10,171893,0
4089,FUBBY,15,0,0
4090,FUBSY,13,0,0
4091,FUCKS,14,3058134,1
4092,FUCUS,10,55113,0
4093,FUDDY,13,46030,0
4094,FUDGE,10,1969555,1
4095,FUDGY,13,42078,0
4096,FUELS,8,4657731,1
4097,FUERO,8,0,0
4098,FUFFS,14,0,0
4099,FUFFY,17,0,0
4100,FUGAL,9,30257,0
4101,FUGGY,13,0,0
4102,FUGIE,9,0,0
4103,FUGIO,9,0,0
4104,FUGLE,9,0,0
4105,FUGLY,12,117114,0
4106,FUGUE,9,400733,0
4107,FUGUS,9,0,0
4108,FUJIS,15,0,0
4109,FULLS,8,23358,0
4110,FULLY,11,48616832,1
4111,FUMED,11,109154,0
4112,FUMER,10,16052,0
4113,FUMES,10,956671,0
4114,FUMET,10,0,0
4115,FUNDI,9,27189,0
4116,FUNDS,9,55721876,1
4117,FUNDY,12,234370,0
4118,FUNGI,9,2000715,1
4119,FUNGO,9,41280,0
4120,FUNGS,9,0,0
4121,FUNKS,12,21067,0
4122,FUNKY,15,5587279,1
4123,FUNNY,11,34281806,1
4124,FURAL,8,0,0
4125,FURAN,8,96177,0
4126,FURCA,10,0,0
4127,FURLS,8,0,0
4128,FUROL,8,0,0
4129,FUROR,8,177433,0
4130,FURRS,8,0,0
4131,FURRY,11,1887389,1
4132,FURTH,11,83270,0
4133,FURZE,17,48262,0
4134,FURZY,20,0,0
4135,FUSED,9,1359038,0
4136,FUSEE,8,41659,0
4137,FUSEL,8,0,0
4138,FUSES,8,984514,0
4139,FUSIL,8,13517,0
4140,FUSKS,12,0,0
4141,FUSSY,11,435961,0
4142,FUSTS,8,0,0
4143,FUSTY,11,14545,0
4144,FUTON,8,1278430,0
4145,FUZED,18,0,0
4146,FUZEE,17,0,0
4147,FUZES,17,14886,0
4148,FUZIL,17,0,0
4149,FUZZY,29,5241931,1
4150,FYCES,13,0,0
4151,FYKED,16,0,0
4152,FYKES,15,0,0
4153,FYLES,11,0,0
4154,FYRDS,12,0,0
4155,FYTTE,11,0,0
4156,GABBA,10,761144,0
4157,GABBY,13,336756,0
4158,GABLE,8,790611,0
4159,GADDI,8,27337,0
4160,GADES,7,22004,0
4161,GADGE,8,0,0
4162,GADID,8,0,0
4163,GADIS,7,77158,0
4164,GADJE,14,0,0
4165,GADJO,14,15707,0
4166,GADSO,7,0,0
4167,GAFFE,12,132748,0
4168,GAFFS,12,36976,0
4169,GAGED,8,43017,0
4170,GAGER,7,22394,0
4171,GAGES,7,395070,0
4172,GAIDS,7,0,0
4173,GAILY,9,131276,0
4174,GAINS,6,10137566,1
4175,GAIRS,6,0,0
4176,GAITA,6,16673,0
4177,GAITS,6,68049,0
4178,GAITT,6,0,0
4179,GAJOS,13,0,0
4180,GALAH,9,17753,0
4181,GALAS,6,150294,0
4182,GALAX,13,171399,0
4183,GALEA,6,84109,0
4184,GALED,7,0,0
4185,GALES,6,388808,0
4186,GALLS,6,296535,0
4187,GALLY,9,44736,0
4188,GALOP,8,40586,0
4189,GALUT,6,0,0
